ID	DOCULECT	CONCEPT	IPA	COGID	SOURCE_COGNATE_CLASS	NOTE	PARTIAL	PARTIALIDS	CONCEPTICON_ID	TOKENS	CLPA	GLOTTOLOG
28628	Nanchang	to run	pʰau²¹³	1113	跑		跑	878	1519	pʰ a u ²¹³	c261 v130 v027 t006	gan1239
28629	Meixian	to run	tsɛu³¹	1119	走		走	881	1519	ts ɛ u ³¹	c015 v229 v027 t014	hak1236
28630	Guangzhou	to run	tʃɐu³⁵	1119	走		走	881	1519	tʃ ɐ u ³⁵	c645 v119 v027 t017	yuec1235
28631	Yangjiang	to run	tʃɐu²¹	1119	走		走	881	1519	tʃ ɐ u ²¹	c645 v119 v027 t004	yuec1235
28632	Xiamen	to run	tsau⁵¹	1119	走		走	881	1519	ts a u ⁵¹	c015 v130 v027 t038	minn1241
28633	Chaozhou	to run	tsau⁵³	1119	走		走	881	1519	ts a u ⁵³	c015 v130 v027 t037	min1241
28634	Fuzhou	to run	pie²¹³	1120	躃		躃	882	1519	p i e ²¹³	c288 v191 v200 t006	mind1253
29041	Beijing	to scratch	nau³⁵iaŋ²¹⁴	21	撓癢		撓癢	1018 1019	1436	n a u ³⁵ i a ŋ ²¹⁴	c105 v130 v027 t017 v191 v130 c795 t007	mand1415
29042	Beijing	to scratch	kʰuai²¹⁴₃₅iaŋ²¹⁴	22	擓癢	[2]	擓癢	1020 1019	1436	kʰ u a i ²¹⁴ i a ŋ ²¹⁴	c813 v027 v130 v191 t007 v191 v130 c795 t007	mand1415
29043	Jinan	to scratch	kʰuɛ⁵⁵iaŋ⁵⁵iaŋ⁰	23	擓癢庫		擓癢庫	1020 1019 1021	1436	kʰ u ɛ ⁵⁵ i a ŋ ⁵⁵ i a ŋ ⁰	c813 v027 v229 t041 v191 v130 c795 t041 v191 v130 c795 t023	mand1415
29044	Shenyang	to scratch	nau³⁵iaŋ²¹³	21	撓癢		撓癢	1018 1019	1436	n a u ³⁵ i a ŋ ²¹³	c105 v130 v027 t017 v191 v130 c795 t006	mand1415
29045	Xian	to scratch	tsɑu²¹iɑŋ⁵³	24	抓癢		抓癢	1022 1019	1436	ts ɑ u ²¹ i ɑ ŋ ⁵³	c015 v089 v027 t004 v191 v089 c795 t037	mand1415
29046	Chengdu	to scratch	kʰəu⁴⁴iaŋ⁵³	25	摳癢		摳癢	1023 1019	1436	kʰ ə u ⁴⁴ i a ŋ ⁵³	c813 v155 v027 t030 v191 v130 c795 t037	mand1415
29047	Kunming	to scratch	tʂua⁴⁴iã⁵³	24	抓癢		抓癢	1022 1019	1436	tʂ u a ⁴⁴ i ã ∼ ⁵³	c175 v027 v130 t030 v191 v147 m002 t037	mand1415
29048	Hefei	to scratch	tʂua²¹²iɑ̃²⁴	24	抓癢		抓癢	1022 1019	1436	tʂ u a ²¹² i ɑ̃ ∼ ²⁴	c175 v027 v130 t005 v191 v088 m002 t008	mand1415
29049	Yangzhou	to scratch	tsuɑ³¹iɑŋ⁴²	24	抓癢		抓癢	1022 1019	1436	ts u ɑ ³¹ i ɑ ŋ ⁴²	c015 v027 v089 t014 v191 v089 c795 t027	mand1415
29050	Suzhou	to scratch	tsæ⁴⁴iaŋ³¹	26	搔癢		搔癢	1024 1019	1436	ts æ ⁴⁴ i a ŋ ³¹	c015 v198 t030 v191 v130 c795 t014	wuch1236
29051	Wenzhou	to scratch	bo³¹ɦi²⁴	27	扒癢		扒癢	1025 1019	1436	b o ³¹ ɦ i ²⁴	c254 v042 t014 c397 v191 t008	wuch1236
29052	Changsha	to scratch	tɕya³³ian⁴¹	24	抓癢		抓癢	1022 1019	1436	tɕ y a ³³ i a n ⁴¹	c198 v166 v130 t013 v191 v130 c105 t029	xian1251
29053	Nanchang	to scratch	tsɛ⁴²iɔŋ²¹³	26	!  癢	source indicates no cognacy with Suzhou, but I think it's justified.	搔癢	1024 1019	1436	ts ɛ ⁴² i ɔ ŋ ²¹³	c015 v229 t027 v191 v067 c795 t006	gan1239
29054	Meixian	to scratch	ja³¹jɔŋ⁴¹	28	野 癢	[*]	野癢	1026 1019	1436	j a ³¹ j ɔ ŋ ⁴¹	c564 v130 t014 c564 v067 c795 t029	hak1236
29055	Guangzhou	to scratch	ŋɐu⁵³hɐn²²	29	! 勾	[*]	A勾	1027 1028	1436	ŋ ɐ u ⁵³ h ɐ n ²²	c795 v119 v027 t037 c401 v119 c105 t002	yuec1235
29056	Yangjiang	to scratch	jɐu³³jiɛŋ²¹	30	憂 癢	[*]	憂癢	1029 1019	1436	j ɐ u ³³ j i ɛ ŋ ²¹	c564 v119 v027 t013 c564 v191 v229 c795 t004	yuec1235
29057	Xiamen	to scratch	pe³³tsĩũ³³	27	扒癢		扒癢	1025 1019	1436	p e ³³ ts ĩ ũ ∼ ³³	c288 v200 t013 c015 v193 v025 m002 t013	minn1241
29058	Chaozhou	to scratch	pe⁵⁵₂₁₃tsĩẽ³⁵	27	扒癢		扒癢	1025 1019	1436	p e ⁵⁵ ts ĩ ẽ ∼ ³⁵	c288 v200 t041 c015 v193 v201 m002 t017	min1241
29059	Fuzhou	to scratch	pa⁵²₃₁louŋ²⁴²	27	扒癢		扒癢	1025 1019	1436	p a ⁵² l o u ŋ ²⁴²	c288 v130 t036 c548 v042 v027 c795 t009	mind1253
27205	Chaozhou	to see	tʰõĩ⁵³	509	睇		睇	272	1409	tʰ õ ĩ ∼ ⁵³	c136 v038 v193 m002 t037	min1241
28320	Beijing	to see	tɕʰiau³⁵	1028	瞧		瞧	797	1409	tɕʰ i a u ³⁵	c197 v191 v130 v027 t017	mand1415
28321	Beijing	to see	kʰan⁵₁	1029	看	[2]	看	798	1409	kʰ a n ⁵¹	c813 v130 c105 t038	mand1415
28322	Beijing	to see	tʂʰou²¹⁴	1030		[3] mu + chou	A	799	1409	ʈʂʰ o u ²¹⁴	c691 v042 v027 t007	mand1415
28323	Jinan	to see	kʰæ̃²¹	1029	看		看	798	1409	kʰ æ̃ ∼ ²¹	c813 v197 m002 t004	mand1415
28324	Shenyang	to see	kʰan⁴¹	1029	看		看	798	1409	kʰ a n ⁴¹	c813 v130 c105 t029	mand1415
28325	Shenyang	to see	ətsʰou²¹³	1030	?	[2] mu + chou	A	799	1409	tsʰ o u ²¹³	c013 v042 v027 t006	mand1415
28326	Xian	to see	kʰæ̃⁴⁵	1029	看		看	798	1409	kʰ æ̃ ∼ ⁴⁵	c813 v197 m002 t033	mand1415
28327	Chengdu	to see	kʰan¹³	1029	看		看	798	1409	kʰ a n ¹³	c813 v130 c105 t020	mand1415
28328	Kunming	to see	kʰã¹³	1029	看		看	798	1409	kʰ ã ∼ ¹³	c813 v147 m002 t020	mand1415
28329	Hefei	to see	kʰæ̃⁵³	1029	看		看	798	1409	kʰ æ̃ ∼ ⁵³	c813 v197 m002 t037	mand1415
28330	Yangzhou	to see	kʰɛ̃⁵⁵	1029	看		看	798	1409	kʰ ɛ̃ ∼ ⁵⁵	c813 v231 m002 t041	mand1415
28331	Yangzhou	to see	uɑŋ⁵⁵	1034	望	[2]	望	800	1409	u ɑ ŋ ⁵⁵	v027 v089 c795 t041	mand1415
28332	Suzhou	to see	kʰø⁵¹³	1029	看		看	798	1409	kʰ ø ⁵¹³	c813 v171 t039	wuch1236
28333	Wenzhou	to see	tsʰๅ⁴²	1035	?	character hard to recognize	B	801	1409	tsʰ ɿ ⁴²	c013 v082 t027	wuch1236
28334	Changsha	to see	kʰan⁵⁵	1029	看		看	798	1409	kʰ a n ⁵⁵	c813 v130 c105 t041	xian1251
28335	Nanchang	to see	kʰɔn²¹³	1029	看		看	798	1409	kʰ ɔ n ²¹³	c813 v067 c105 t006	gan1239
28336	Nanchang	to see	mag³¹	1034	望	[2]	望	800	1409	m a g ³¹	c239 v130 c824 t014	gan1239
28337	Meixian	to see	kʰɔn⁴²	1029	看		看	798	1409	kʰ ɔ n ⁴²	c813 v067 c105 t027	hak1236
28338	Guangzhou	to see	tʰɐi³⁵	509	睇		睇	272	1409	tʰ ɐ i ³⁵	c136 v119 v191 t017	yuec1235
28339	Yangjiang	to see	hɔn²⁴	1029	看		看	798	1409	h ɔ n ²⁴	c401 v067 c105 t008	yuec1235
28340	Yangjiang	to see	miu²⁴	1036	瞄	[2]	瞄	802	1409	m i u ²⁴	c239 v191 v027 t008	yuec1235
28341	Xiamen	to see	kʰũã¹¹	1029	看		看	798	1409	kʰ ũ ã ∼ ¹¹	c813 v025 v147 m002 t021	minn1241
28342	Fuzhou	to see	kʰaŋ²¹³	1029	看		看	798	1409	kʰ a ŋ ²¹³	c813 v130 c795 t006	mind1253
28343	Fuzhou	to see	tsʰøy²¹³	1037	覷	[2]	覷	803	1409	tsʰ ø y ²¹³	c013 v171 v166 t006	mind1253
29019	Beijing	to sleep	ʂuei⁵¹tɕiau⁵¹	10	睡覺		睡覺	1008 1009	1585	ʂ u e i ⁵¹ tɕ i a u ⁵¹	c699 v027 v200 v191 t038 c198 v191 v130 v027 t038	mand1415
29020	Jinan	to sleep	ʂuei²¹tɕiɔ²¹	10	睡覺		睡覺	1008 1009	1585	ʂ u e i ²¹ tɕ i ɔ ²¹	c699 v027 v200 v191 t004 c198 v191 v067 t004	mand1415
29021	Shenyang	to sleep	suei⁴¹tɕiau⁴¹	10	睡覺		睡覺	1008 1009	1585	s u e i ⁴¹ tɕ i a u ⁴¹	c087 v027 v200 v191 t029 c198 v191 v130 v027 t029	mand1415
29022	Xian	to sleep	fei⁴⁵tɕiɑu⁴⁵	10	睡覺		睡覺	1008 1009	1585	f e i ⁴⁵ tɕ i ɑ u ⁴⁵	c447 v200 v191 t033 c198 v191 v089 v027 t033	mand1415
29023	Xian	to sleep	kʰə²¹fei⁰	13	瞌睡	[2]	瞌睡	1010 1008	1585	kʰ ə ²¹ f e i ⁰	c813 v155 t004 c447 v200 v191 t023	mand1415
29024	Chengdu	to sleep	suei¹³kʰo³¹suei¹³	11	睡瞌睡		睡瞌睡	1008 1010 1008	1585	s u e i ¹³ kʰ o ³¹ s u e i ¹³	c087 v027 v200 v191 t020 c813 v042 t014 c087 v027 v200 v191 t020	mand1415
29025	Kunming	to sleep	ʂue¹³tɕiau¹³	10	睡覺		睡覺	1008 1009	1585	ʂ u e ¹³ tɕ i a u ¹³	c699 v027 v200 t020 c198 v191 v130 v027 t020	mand1415
29026	Hefei	to sleep	ʂui⁵³tɕiɔ⁵³	10	睡覺		睡覺	1008 1009	1585	ʂ u i ⁵³ tɕ i ɔ ⁵³	c699 v027 v191 t037 c198 v191 v067 t037	mand1415
29027	Yangzhou	to sleep	suəi⁵⁵kɔ⁵⁵	10	睡覺		睡覺	1008 1009	1585	s u ə i ⁵⁵ k ɔ ⁵⁵	c087 v027 v155 v191 t041 c831 v067 t041	mand1415
29028	Suzhou	to sleep	kʰuən⁵¹³₄₄kæ⁵¹³₂₁	15	睏覺		睏覺	1011 1009	1585	kʰ u ə n ⁵¹³ k æ ⁵¹³	c813 v027 v155 c105 t039 c831 v198 t039	wuch1236
29029	Wenzhou	to sleep	kʰy⁴²	14	睏		睏	1011	1585	kʰ y ⁴²	c813 v166 t027	wuch1236
29030	Changsha	to sleep	kʰuən⁵⁵kau⁵⁵	15	睏覺		睏覺	1011 1009	1585	kʰ u ə n ⁵⁵ k a u ⁵⁵	c813 v027 v155 c105 t041 c831 v130 v027 t041	xian1251
29031	Nanchang	to sleep	kʰun²¹³kau⁵⁵	15	睏覺		睏覺	1011 1009	1585	kʰ u n ²¹³ k a u ⁵⁵	c813 v027 c105 t006 c831 v130 v027 t041	gan1239
29032	Meixian	to sleep	sɔi⁴²muk²¹	12	睡目		睡目	1008 1012	1585	s ɔ i ⁴² m u k ²¹	c087 v067 v191 t027 c239 v027 c831 t004	hak1236
29033	Guangzhou	to sleep	fɐn³³kau³³	17	瞓覺		瞓覺	1013 1009	1585	f ɐ n ³³ k a u ³³	c447 v119 c105 t013 c831 v130 v027 t013	yuec1235
29034	Yangjiang	to sleep	fɐn²⁴	16	瞓〔覺〕		瞓	1013	1585	f ɐ n ²⁴	c447 v119 c105 t008	yuec1235
29035	Xiamen	to sleep	kʰun¹¹	14	睏		睏	1011	1585	kʰ u n ¹¹	c813 v027 c105 t021	minn1241
29036	Xiamen	to sleep	ka⁵⁵₃₃tsue³³	18	!	[2]	CD	1014 1015	1585	k a ⁵⁵ ts u e ³³	c831 v130 t041 c015 v027 v200 t013	minn1241
29037	Chaozhou	to sleep	uk⁴	19	! □		A	1016	1585	u k ⁴	v027 c831 t026	min1241
29038	Chaozhou	to sleep	ĩ⁵⁵	20	! □	[2]	B	1017	1585	ĩ ∼ ⁵⁵	v193 m002 t041	min1241
29039	Fuzhou	to sleep	kʰouŋ²¹³	14	曬		睏	1011	1585	kʰ o u ŋ ²¹³	c813 v042 v027 c795 t006	mind1253
28362	Beijing	to smell (perceive odor) [transitive]	uən³⁵	1039	聞		聞	805	1586	u ə n ³⁵	v027 v155 c105 t017	mand1415
28363	Jinan	to smell (perceive odor) [transitive]	uẽ⁴²	1039	聞		聞	805	1586	u ẽ ∼ ⁴²	v027 v201 m002 t027	mand1415
28364	Shenyang	to smell (perceive odor) [transitive]	uən³⁵	1039	聞		聞	805	1586	u ə n ³⁵	v027 v155 c105 t017	mand1415
28365	Xian	to smell (perceive odor) [transitive]	vẽ²⁴	1039	聞		聞	805	1586	v ẽ ∼ ²⁴	c446 v201 m002 t008	mand1415
28366	Chengdu	to smell (perceive odor) [transitive]	uən³¹	1039	聞		聞	805	1586	u ə n ³¹	v027 v155 c105 t014	mand1415
28367	Kunming	to smell (perceive odor) [transitive]	uə̃³¹	1039	聞		聞	805	1586	u ə̃ ∼ ³¹	v027 v153 m002 t014	mand1415
28368	Hefei	to smell (perceive odor) [transitive]	un⁵⁵	1039	聞		聞	805	1586	u n ⁵⁵	v027 c105 t041	mand1415
28369	Yangzhou	to smell (perceive odor) [transitive]	uəŋ³⁴	1039	聞		聞	805	1586	u ə ŋ ³⁴	v027 v155 c795 t016	mand1415
28370	Suzhou	to smell (perceive odor) [transitive]	mən²⁴	1039	聞		聞	805	1586	m ə n ²⁴	c239 v155 c105 t008	wuch1236
28371	Wenzhou	to smell (perceive odor) [transitive]	hoŋ⁴²	1040	嗅		嗅	806	1586	h o ŋ ⁴²	c401 v042 c795 t027	wuch1236
28372	Changsha	to smell (perceive odor) [transitive]	uən¹³	1039	聞		聞	805	1586	u ə n ¹³	v027 v155 c105 t020	xian1251
28373	Changsha	to smell (perceive odor) [transitive]	tʰin⁵⁵	1041	聽	[2]	聽	807	1586	tʰ i n ⁵⁵	c136 v191 c105 t041	xian1251
28374	Nanchang	to smell (perceive odor) [transitive]	ɕiuŋ⁵⁵	1040	嗅		嗅	806	1586	ɕ i u ŋ ⁵⁵	c202 v191 v027 c795 t041	gan1239
28375	Nanchang	to smell (perceive odor) [transitive]	un⁵⁵	1039	聞	[2]	聞	805	1586	u n ⁵⁵	v027 c105 t041	gan1239
28376	Meixian	to smell (perceive odor) [transitive]	pʰi⁴²	1042	鼻		鼻	808	1586	pʰ i ⁴²	c261 v191 t027	hak1236
28377	Guangzhou	to smell (perceive odor) [transitive]	nɐn²¹	1039	聞		聞	805	1586	n ɐ n ²¹	c105 v119 c105 t004	yuec1235
28378	Yangjiang	to smell (perceive odor) [transitive]	mɐn⁴⁴³	1039	聞		聞	805	1586	m ɐ n ⁴⁴³	c239 v119 c105 t031	yuec1235
28379	Xiamen	to smell (perceive odor) [transitive]	pʰĩ³³	1042	鼻		鼻	808	1586	pʰ ĩ ∼ ³³	c261 v193 m002 t013	minn1241
28380	Chaozhou	to smell (perceive odor) [transitive]	pʰĩ¹¹	1042	鼻	nasalization is strange here	鼻	808	1586	pʰ ĩ ∼ ¹¹	c261 v193 m002 t021	min1241
28381	Fuzhou	to smell (perceive odor) [transitive]	pei²⁴²	1042	鼻		鼻	808	1586	p e i ²⁴²	c288 v200 v191 t009	mind1253
28635	Beijing	to stand	tʂan⁵¹	1121	站		站	883	1442	tʂ a n ⁵¹	c175 v130 c105 t038	mand1415
28636	Jinan	to stand	tʂæ̃²¹	1121	站		站	883	1442	tʂ æ̃ ∼ ²¹	c175 v197 m002 t004	mand1415
28637	Shenyang	to stand	tsan⁴¹	1121	站		站	883	1442	ts a n ⁴¹	c015 v130 c105 t029	mand1415
28638	Xian	to stand	tsæ̃⁴⁵	1121	站		站	883	1442	ts æ̃ ∼ ⁴⁵	c015 v197 m002 t033	mand1415
28639	Chengdu	to stand	tsan¹³	1121	站		站	883	1442	ts a n ¹³	c015 v130 c105 t020	mand1415
28640	Kunming	to stand	tʂã¹³	1121	站		站	883	1442	tʂ ã ∼ ¹³	c175 v147 m002 t020	mand1415
28641	Hefei	to stand	tʂæ̃⁵³	1121	站		站	883	1442	tʂ æ̃ ∼ ⁵³	c175 v197 m002 t037	mand1415
28642	Yangzhou	to stand	tsɛ̃⁵⁵	1121	站		站	883	1442	ts ɛ̃ ∼ ⁵⁵	c015 v231 m002 t041	mand1415
28643	Suzhou	to stand	liɪʔ²³	1122	立		立	884	1442	l i ɪ ʔ ²³	c548 v191 v219 c405 t003	wuch1236
28644	Wenzhou	to stand	gɛ²⁴	1123	𥩲		𥩲	885	1442	g ɛ ²⁴	c824 v229 t008	wuch1236
28645	Changsha	to stand	tsan²¹	1121	站		站	883	1442	ts a n ²¹	c015 v130 c105 t004	xian1251
28646	Nanchang	to stand	tsan⁵⁵	1121	站		站	883	1442	ts a n ⁵⁵	c015 v130 c105 t041	gan1239
28647	Nanchang	to stand	tɕʰi³¹	1124	企	[2]	企	886	1442	tɕʰ i ³¹	c197 v191 t014	gan1239
28648	Meixian	to stand	kʰi⁴⁴	1124	企		企	886	1442	kʰ i ⁴⁴	c813 v191 t030	hak1236
28649	Guangzhou	to stand	kʰei²³	1124	企		企	886	1442	kʰ e i ²³	c813 v200 v191 t003	yuec1235
28650	Yangjiang	to stand	kʰei²¹	1124	企		企	886	1442	kʰ e i ²¹	c813 v200 v191 t004	yuec1235
28651	Xiamen	to stand	kʰia³³	1124	企		企	886	1442	kʰ i a ³³	c813 v191 v130 t013	minn1241
28652	Chaozhou	to stand	kʰia³⁵	1124	企		企	886	1442	kʰ i a ³⁵	c813 v191 v130 t017	min1241
28653	Fuzhou	to stand	kʰie²⁴²	1124	企		企	886	1442	kʰ i e ²⁴²	c813 v191 v200 t009	mind1253
29100	Beijing	to think (reflect)	ɕiaŋ²¹⁴	43	想		想	1041	1415	ɕ i a ŋ ²¹⁴	c202 v191 v130 c795 t007	mand1415
29101	Jinan	to think (reflect)	ɕiaŋ⁵⁵	43	想		想	1041	1415	ɕ i a ŋ ⁵⁵	c202 v191 v130 c795 t041	mand1415
29102	Shenyang	to think (reflect)	ɕiaŋ²¹³	43	想		想	1041	1415	ɕ i a ŋ ²¹³	c202 v191 v130 c795 t006	mand1415
29103	Shenyang	to think (reflect)	ɕin³⁵sๅ⁰	44	尋思	[2]	尋思	1042 1043	1415	ɕ i n ³⁵ s ɿ ⁰	c202 v191 c105 t017 c087 v082 t023	mand1415
29104	Xian	to think (reflect)	ɕiɑŋ⁵³	43	想		想	1041	1415	ɕ i ɑ ŋ ⁵³	c202 v191 v089 c795 t037	mand1415
29105	Chengdu	to think (reflect)	ɕiaŋ⁵³	43	想		想	1041	1415	ɕ i a ŋ ⁵³	c202 v191 v130 c795 t037	mand1415
29106	Kunming	to think (reflect)	ɕiã⁵³	43	想		想	1041	1415	ɕ i ã ∼ ⁵³	c202 v191 v147 m002 t037	mand1415
29107	Hefei	to think (reflect)	ɕiɑ̃²⁴	43	想		想	1041	1415	ɕ i ɑ̃ ∼ ²⁴	c202 v191 v088 m002 t008	mand1415
29108	Yangzhou	to think (reflect)	ɕiɑŋ⁴²	43	想		想	1041	1415	ɕ i ɑ ŋ ⁴²	c202 v191 v089 c795 t027	mand1415
29109	Suzhou	to think (reflect)	siaŋ⁴¹	43	想		想	1041	1415	s i a ŋ ⁴¹	c087 v191 v130 c795 t029	wuch1236
29110	Wenzhou	to think (reflect)	ɕi⁴⁵	43	想		想	1041	1415	ɕ i ⁴⁵	c202 v191 t033	wuch1236
29111	Changsha	to think (reflect)	ɕian⁴¹	43	想		想	1041	1415	ɕ i a n ⁴¹	c202 v191 v130 c105 t029	xian1251
29112	Nanchang	to think (reflect)	ɕiɔŋ²¹³	43	想		想	1041	1415	ɕ i ɔ ŋ ²¹³	c202 v191 v067 c795 t006	gan1239
29113	Meixian	to think (reflect)	siɔŋ³¹	43	想		想	1041	1415	s i ɔ ŋ ³¹	c087 v191 v067 c795 t014	hak1236
29114	Guangzhou	to think (reflect)	ʃœŋ³⁵	43	想		想	1041	1415	ʃ œ ŋ ³⁵	c677 v178 c795 t017	yuec1235
29115	Yangjiang	to think (reflect)	ɬiɛŋ²¹	43	想		想	1041	1415	ɬ i ɛ ŋ ²¹	c534 v191 v229 c795 t004	yuec1235
29116	Xiamen	to think (reflect)	sĩũ³³	43	想		想	1041	1415	s ĩ ũ ∼ ³³	c087 v193 v025 m002 t013	minn1241
29117	Chaozhou	to think (reflect)	sĩẽ³⁵	43	想		想	1041	1415	s ĩ ẽ ∼ ³⁵	c087 v193 v201 m002 t017	min1241
29118	Fuzhou	to think (reflect)	suɔŋ²¹³	43	想		想	1041	1415	s u ɔ ŋ ²¹³	c087 v027 v067 c795 t006	mind1253
28591	Beijing	to throw	ʐəŋ⁵⁵	1099	扔		扔	863	1456	ʐ ə ŋ ⁵⁵	c700 v155 c795 t041	mand1415
28592	Jinan	to throw	ʐəŋ²¹³.	1099	扔		扔	863	1456	ʐ ə ŋ ²¹³	c700 v155 c795 t006	mand1415
28593	Shenyang	to throw	ləŋ³³	1099	扔		扔	863	1456	l ə ŋ ³³	c548 v155 c795 t013	mand1415
28594	Xian	to throw	ʐəŋ²¹	1099	扔		扔	863	1456	ʐ ə ŋ ²¹	c700 v155 c795 t004	mand1415
28595	Chengdu	to throw	suai⁵³	1100	甩		甩	864	1456	s u a i ⁵³	c087 v027 v130 v191 t037	mand1415
28596	Kunming	to throw	tio⁴⁴	1101	丟		丟	865	1456	t i o ⁴⁴	c118 v191 v042 t030	mand1415
28597	Hefei	to throw	niɔ⁵³	1102	撂		撂	866	1456	n i ɔ ⁵³	c105 v191 v067 t037	mand1415
28598	Yangzhou	to throw	liɔ⁵⁵	1100	甩		甩	864	1456	l i ɔ ⁵⁵	c548 v191 v067 t041	mand1415
28599	Yangzhou	to throw	suɛ³¹	1103	摔	[2]	摔	867	1456	s u ɛ ³¹	c087 v027 v229 t014	mand1415
28600	Yangzhou	to throw	tsʰuɛ⁵⁵	1104	! □	[3]	G	868	1456	tsʰ u ɛ ⁵⁵	c013 v027 v229 t041	mand1415
28601	Suzhou	to throw	guɛ³¹	1105	摜		摜	869	1456	g u ɛ ³¹	c824 v027 v229 t014	wuch1236
28602	Suzhou	to throw	toʔ⁴	1106	篤	[2][*]	篤	870	1456	t o ʔ ⁴	c118 v042 c405 t026	wuch1236
28603	Wenzhou	to throw	ga¹¹	1105	摜		摜	869	1456	g a ¹¹	c824 v130 t021	wuch1236
28604	Changsha	to throw	tiəu³³	1101	丟		丟	865	1456	t i ə u ³³	c118 v191 v155 v027 t013	xian1251
28605	Nanchang	to throw	tiu⁴²	1101	丟		丟	865	1456	t i u ⁴²	c118 v191 v027 t027	gan1239
28606	Meixian	to throw	tiu⁴⁴	1101	丟		丟	865	1456	t i u ⁴⁴	c118 v191 v027 t030	hak1236
28607	Guangzhou	to throw	pʰɛk³³	1107	劈	[*]	劈	871	1456	pʰ ɛ k ³³	c261 v229 c831 t013	yuec1235
28608	Guangzhou	to throw	wɪŋ³³	1108	! □	[2]	E	872	1456	w ɪ ŋ ³³	c457 v219 c795 t013	yuec1235
28609	Guangzhou	to throw	tɛŋ³³	1109	掟	[3]	掟	873	1456	t ɛ ŋ ³³	c118 v229 c795 t013	yuec1235
28610	Yangjiang	to throw	pʰɪk²⁴	1107	劈	[*]	劈	871	1456	pʰ ɪ k ²⁴	c261 v219 c831 t008	yuec1235
28611	Xiamen	to throw	hĩ¹¹	1110	!		F	874	1456	h ĩ ∼ ¹¹	c401 v193 m002 t021	minn1241
28612	Chaozhou	to throw	kak⁴	1111	!		A	875	1456	k a k ⁴	c831 v130 c831 t026	min1241
28613	Fuzhou	to throw	liu⁴⁴	1100			甩	864	1456	l i u ⁴⁴	c548 v191 v027 t030	mind1253
28614	Fuzhou	to throw	kʰœʔ⁴₃₁œʔ⁴	1112	!  □	[2]	CD	876 877	1456	kʰ œ ʔ ⁴ œ ʔ ⁴	c813 v178 c405 t026 v178 c405 t026	mind1253
28297	Beijing	to thunder	ta²¹⁴₂₁lei³⁵	1017	打雷		打雷	787 788	2378	t a ²¹⁴ l e i ³⁵	c118 v130 t007 c548 v200 v191 t017	mand1415
28298	Jinan	to thunder	ta⁵⁵luei⁴²	1017	打雷		打雷	787 788	2378	t a ⁵⁵ l u e i ⁴²	c118 v130 t041 c548 v027 v200 v191 t027	mand1415
28299	Xian	to thunder	ɕiɑŋ⁵³luei²⁴	1021	響雷		響雷	789 788	2378	ɕ i ɑ ŋ ⁵³ l u e i ²⁴	c202 v191 v089 c795 t037 c548 v027 v200 v191 t008	mand1415
28300	Chengdu	to thunder	ta⁵³nuei³¹	1017	打雷		打雷	787 788	2378	t a ⁵³ n u e i ³¹	c118 v130 t037 c105 v027 v200 v191 t014	mand1415
28301	Kunming	to thunder	ta⁵³lue³¹	1017	打雷		打雷	787 788	2378	t a ⁵³ l u e ³¹	c118 v130 t037 c548 v027 v200 t014	mand1415
28302	Hefei	to thunder	ta²⁴lei⁵⁵	1017	打雷		打雷	787 788	2378	t a ²⁴ l e i ⁵⁵	c118 v130 t008 c548 v200 v191 t041	mand1415
28303	Yangzhou	to thunder	ɕiɑŋ⁴²luəi³⁴	1021	響雷		響雷	789 788	2378	ɕ i ɑ ŋ ⁴² l u ə i ³⁴	c202 v191 v089 c795 t027 c548 v027 v155 v191 t016	mand1415
28304	Suzhou	to thunder	lɛ²⁴₂₂ɕiaŋ⁴¹₄₄	1018	雷響		雷響	788 789	2378	l ɛ ²⁴ ɕ i a ŋ ⁴¹	c548 v229 t008 c202 v191 v130 c795 t029	wuch1236
28305	Suzhou	to thunder	ɕiaŋ⁴¹lɛ²⁴	1021	響雷	[2]	響雷	789 788	2378	ɕ i a ŋ ⁴¹ l ɛ ²⁴	c202 v191 v130 c795 t029 c548 v229 t008	wuch1236
28306	Wenzhou	to thunder	ɕi⁴⁵vai¹²	1022	響佛		響佛	789 790	2378	ɕ i ⁴⁵ v a i ¹²	c202 v191 t033 c446 v130 v191 t019	wuch1236
28307	Wenzhou	to thunder	ɕi⁴⁵lai³¹	1021	響雷	[2]	響雷	789 788	2378	ɕ i ⁴⁵ l a i ³¹	c202 v191 t033 c548 v130 v191 t014	wuch1236
28308	Changsha	to thunder	ta⁴¹lei¹³	1017	打雷		打雷	787 788	2378	t a ⁴¹ l e i ¹³	c118 v130 t029 c548 v200 v191 t020	xian1251
28309	Nanchang	to thunder	ta²¹³lui⁵⁵	1017	打雷		打雷	787 788	2378	t a ²¹³ l u i ⁵⁵	c118 v130 t006 c548 v027 v191 t041	gan1239
28310	Meixian	to thunder	hiɔŋ³¹lui¹²	1021	響雷		響雷	789 788	2378	h i ɔ ŋ ³¹ l u i ¹²	c401 v191 v067 c795 t014 c548 v027 v191 t019	hak1236
28311	Guangzhou	to thunder	haŋ²¹løy²¹	1024	行雷		行雷	791 788	2378	h a ŋ ²¹ l ø y ²¹	c401 v130 c795 t004 c548 v171 v166 t004	yuec1235
